AreaKey,regime,regime_local_k,unified_fitted_z,reference_independent_fitted_z,delta_fitted,unified_Intercept,reference_independent_Intercept,delta_Intercept,unified_PctFB,reference_independent_PctFB,delta_PctFB,unified_PctBlack,reference_independent_PctBlack,delta_PctBlack,unified_PctRural,reference_independent_PctRural,delta_PctRural
13055,1,53,-0.6494084549706566,-0.6494084549706565,-1.1102230246251565e-16,0.09651318445144086,0.0965131844514409,-4.163336342344337e-17,0.8009250950149611,0.8009250950149609,2.220446049250313e-16,0.013280115449516905,0.013280115449517,-9.540979117872439e-17,-0.25405547962480207,-0.254055479624802,-5.551115123125783e-17
13057,1,53,0.6367776157158975,0.6367776157158975,0.0,0.14776705541699586,0.1477670554169961,-2.498001805406602e-16,0.718636330287227,0.7186363302872268,1.1102230246251565e-16,-0.05087706904950884,-0.0508770690495087,-1.3877787807814457e-16,-0.3444734890274916,-0.3444734890274915,-1.1102230246251565e-16
13059,1,53,2.835287248501691,2.8352872485016904,4.440892098500626e-16,0.3180276084247533,0.3180276084247533,0.0,0.7157162742471097,0.7157162742471096,1.1102230246251565e-16,-0.03972916337519139,-0.0397291633751915,1.1102230246251565e-16,-0.295699115625923,-0.295699115625923,0.0
13061,4,22,-0.5207863857878443,-0.5207863857878444,1.1102230246251565e-16,-0.04369012348976521,-0.0436901234897652,-1.3877787807814457e-17,-0.09419413283205147,-0.0941941328320514,-6.938893903907228e-17,-0.196021587925406,-0.1960215879254059,-1.1102230246251565e-16,-0.13741185824661906,-0.1374118582466191,5.551115123125783e-17
13063,1,53,2.7235975190193162,2.723597519019316,4.440892098500626e-16,0.21085492388895016,0.2108549238889503,-1.3877787807814457e-16,0.8381596603712991,0.8381596603712991,0.0,-0.07472970150194563,-0.0747297015019456,-2.7755575615628914e-17,-0.1600732023375051,-0.160073202337505,-1.1102230246251565e-16
13065,6,21,-0.20782133506851821,-0.2078213350685182,-2.7755575615628914e-17,-0.20663463389104897,-0.2066346338910489,-5.551115123125783e-17,0.2944951786137466,0.2944951786137466,0.0,0.27487479609420595,0.274874796094206,-5.551115123125783e-17,-0.5702839688921585,-0.5702839688921585,0.0
13067,1,53,2.7277694008591853,2.7277694008591844,8.881784197001252e-16,0.1428796378828744,0.1428796378828743,8.326672684688674e-17,0.7911352041144477,0.7911352041144475,2.220446049250313e-16,-0.05751402858270804,-0.0575140285827081,5.551115123125783e-17,-0.2550912241486478,-0.2550912241486479,5.551115123125783e-17
13069,6,21,-0.09852718231232943,-0.0985271823123293,-1.249000902703301e-16,-0.24857679318068232,-0.2485767931806823,-2.7755575615628914e-17,0.24055326712842134,0.2405532671284214,-5.551115123125783e-17,0.26555741975460967,0.2655574197546096,5.551115123125783e-17,-0.5307445398265158,-0.5307445398265158,0.0
13071,2,19,-0.08273215922258581,-0.0827321592225858,-1.3877787807814457e-17,-0.5525310377825242,-0.5525310377825242,0.0,0.2436706599657717,0.2436706599657717,0.0,0.2963772255530165,0.2963772255530165,0.0,-0.3849377928209196,-0.3849377928209196,0.0
13073,5,27,1.7603873776582084,1.7603873776582086,-2.220446049250313e-16,0.16006020804948204,0.160060208049482,2.7755575615628914e-17,0.43457434045641025,0.4345743404564103,-5.551115123125783e-17,-0.1690354285894277,-0.1690354285894277,0.0,-0.4149243886815847,-0.4149243886815847,0.0
