AreaKey,Intercept,PctFB,PctBlack,PctRural
13001,-0.23368944157763988,0.22759084017544634,0.05840648303496879,-0.4267259297329667
13003,-0.2794537804109452,0.16512073506786137,0.09541378134300037,-0.41221177635617107
13005,-0.2500545071516397,0.2047839017894346,0.07240988220616579,-0.4258329865258647
13007,-0.23170437506841593,0.1509126730539193,0.05150381747543098,-0.35860163718089133
13009,0.19578528665386027,0.7244111580145961,-0.17140523816429779,-0.23674882503445668
13011,0.16334855550346966,0.7217709636894236,-0.0840183324839603,-0.3006812924793522
13013,0.16619520653621048,0.7171599410314891,-0.09226358984246419,-0.2964083107302308
13015,0.12377502026607536,0.717821109593202,-0.04810793763137173,-0.26691356603404814
13017,-0.27090331098904696,0.2104237511191391,0.0980398023856015,-0.3717258890994305
13019,-0.28754463634269634,0.15221990716974493,0.09941967859830375,-0.39354432386667315
13021,0.15684504418868078,0.5988671708019963,-0.16104662451406146,-0.2653064085397653
13023,-0.06824174782632193,0.41518351828795136,-0.028273706420168934,-0.3177618978543565
13025,-0.24701845237933134,0.1818171731486824,0.06598017540018636,-0.4524239708390323
13027,-0.29751124391734685,0.1258162392525566,0.10242289331769876,-0.3894211807516313
13029,-0.16347540263919397,0.275181552269614,-0.005541733341372379,-0.44326670456023
13031,-0.09590148915762564,0.36946169181463073,-0.050253876179986584,-0.4023163300017602
13033,0.08036168097272524,0.5904169718961528,-0.14599050385516632,-0.30694447916526285
13035,0.19275955903759479,0.6802794792121625,-0.14891783917114182,-0.26801635903655685
13037,-0.17700944672192237,0.17570883378741403,0.015641672583003204,-0.3621547353105097
13039,-0.2468972654588301,0.17140395919688256,0.06496498057911174,-0.4632093293881358
13043,-0.10189756249014191,0.3760115752013668,-0.04264929450551047,-0.389213461613004
13045,0.11404881321947982,0.6756206747048609,-0.05953497454393927,-0.26015411610696826
13047,0.11906268155347473,0.7247058160463649,-0.037105991784508074,-0.2642666729593297
13049,-0.26194159486070145,0.15804494678588657,0.07774089067136197,-0.44833019031921656
13051,-0.15368850020630184,0.27521873920986906,-0.015027461398445649,-0.450294130925589
13053,0.03015779162633806,0.3365746870994685,-0.0930383399301933,-0.3429840870605495
13055,0.11304424125514118,0.7160186191060992,-0.03722367009287325,-0.2597570454459604
13057,0.13565190186401965,0.7219935262279034,-0.05639619271953389,-0.27498611357541886
13059,0.18700356437987364,0.713997446371854,-0.11437423261899317,-0.30923490060532044
13061,-0.14114828404272386,0.18025501200945585,-0.009268107705918382,-0.3665826466173528
13063,0.15141511448580644,0.6904639690327001,-0.09578917255072862,-0.27383412836286586
13065,-0.28233796806688455,0.14177241803892202,0.0944938755112769,-0.4260652980245124
13067,0.1334948631817264,0.7122964892352336,-0.06272890409994959,-0.2712329640363229
13069,-0.2743642404475328,0.18385046722858123,0.09410944596524587,-0.40584313457888654
13071,-0.29262934659000917,0.138080036764277,0.09924356628875461,-0.3715561766741957
13073,0.17345431415556514,0.6906711873776318,-0.16965689088318459,-0.28229125397235333
13075,-0.294179900242792,0.13855407794369412,0.10220441728471963,-0.3876815581233493
13077,0.12807052262980323,0.6616662065144768,-0.08184710907182094,-0.2647326610109982
13079,0.13018376595991552,0.52637626121698,-0.1431040196476324,-0.2811213396112004
13081,-0.20673749606630237,0.22747658270304114,0.04896604422165302,-0.34192955340208103
13083,0.11244578111755693,0.7212957199961983,-0.03240726900833023,-0.2590588922974669
13085,0.14430968661371446,0.7254821580306119,-0.06153352473119508,-0.28305644542344893
13087,-0.25875486175074724,0.1312054325056645,0.06939009323046555,-0.3690164136593893
13089,0.15307170900555664,0.7052985164948476,-0.0873525000809293,-0.2806276518016383
13091,-0.20133260000293335,0.30414937034548106,0.05670671586218601,-0.3459146211158274
13093,-0.12229829954661381,0.2930322601018972,-0.00114049506743699,-0.32394727897602266
13095,-0.22583084558495925,0.16805591612918858,0.05080262061715755,-0.35575850585954066
13097,0.12633703041436772,0.6968469836525704,-0.06510310579663554,-0.26566039686809984
13099,-0.19095212820847934,0.1593420366870806,0.023025477660362722,-0.3669450969674805
13101,-0.28742592846376147,0.12887864111267935,0.09697703618847024,-0.4237348454267754
13103,-0.10452415953130025,0.34367277479054587,-0.04845161746653116,-0.42020266541006696
13105,0.19430232874901915,0.7026970805778797,-0.12790838618871617,-0.32374357850420804
13107,-0.04543541505037036,0.4602070586559329,-0.0718146942681497,-0.34985246469333997
13109,-0.15533060572401355,0.3006531392670748,-0.009061130911333877,-0.42264638313721575
13111,0.13385098460848105,0.7292420045454181,-0.048005478027006394,-0.2762314573643847
13113,0.14418779995022815,0.6762142218852703,-0.09511689510648375,-0.2695091604154818
13115,0.11347840445622023,0.7119449914801982,-0.04076913495341713,-0.2599734001458305
13117,0.1478680529865534,0.7226336906114519,-0.0674476328294142,-0.2839211505618181
13119,0.17081707066078072,0.7175098376077841,-0.0939751875440712,-0.3092060690336646
13121,0.1391477895513727,0.7012365228115125,-0.07597615432683968,-0.2729066045595567
13123,0.13300062967628073,0.7273831908722834,-0.048857732747194994,-0.27498931667056203
13125,0.1769415663978508,0.7249394037791245,-0.1688343620535597,-0.2488468654669364
13127,-0.22784900049758994,0.19623146187117105,0.04850226493241423,-0.4638291739656618
13129,0.12340538329246778,0.7222166695491343,-0.04402401034497141,-0.2672206009218531
13131,-0.28633225342302177,0.12234103985958758,0.0894733215609226,-0.36908906996255536
13133,0.21068494036433447,0.7216328209890474,-0.1549187976101848,-0.28803670957016764
13135,0.15546802288138123,0.7179493263933935,-0.07916058911299848,-0.28651629913292553
13137,0.15625058662031907,0.7249992437133775,-0.07415592857493734,-0.2974334824985092
13139,0.15433444619178563,0.7228620838633687,-0.07490404880503872,-0.2918535969699741
13141,0.20349542449463873,0.7425943286745987,-0.16909903794902426,-0.2478962587561841
13143,0.1109389744591697,0.692488277373548,-0.048474340043934236,-0.2585696165072468
13145,0.11149725780634304,0.49228443040050784,-0.1069116950680754,-0.2985102855828813
13147,0.17850527417043666,0.710808434239557,-0.10718877056777464,-0.31673457250986853
13149,0.11214368467742031,0.6431399056813364,-0.06836336661192689,-0.2611297758023615
13151,0.17045613157610723,0.6849541909271225,-0.11954185235752847,-0.2752807207091389
13153,-0.03790751320613321,0.39557514481532013,-0.048075203248830585,-0.30864016322060933
13155,-0.2791669423674872,0.187805937181216,0.10002732379677086,-0.37435671888452715
13157,0.16958626612232816,0.7194241112270494,-0.0921749689449988,-0.30191580455578626
13159,0.20125060748910722,0.7019781132567419,-0.1515923405575287,-0.27264977641517685
13161,-0.24092167529479497,0.23603790594703186,0.06834448240257807,-0.40774256822929644
13163,0.1283711274910196,0.6756982655738554,-0.15493600969112714,-0.2638041118671178
13165,0.007090105973036057,0.5086288194575099,-0.10774645725185678,-0.3398428986819683
13167,0.0130051227298805,0.5560926298975953,-0.09080108685849525,-0.30334647448092644
13169,0.19318459362081722,0.680575703712294,-0.1718475938889819,-0.24961035320227482
13171,0.1757329909740061,0.6294082031091721,-0.14894064099134988,-0.2709063391062339
13173,-0.2881821988314652,0.14030514621885484,0.09840027084753364,-0.40754840529743097
13175,-0.0890161061788845,0.4362629995107155,-0.023466076184721515,-0.32957429750769845
13177,-0.18844789315725072,0.20054355004627694,0.029014221083507263,-0.3501975737078252
13179,-0.18649348063338628,0.250932381114582,0.012967672518105515,-0.4491890040019989
13181,0.20259333167282617,0.7030836062404839,-0.1619177109868188,-0.30261511284214077
13183,-0.20617635937075737,0.23203459390350478,0.030488689219393874,-0.45154050728968054
13185,-0.2918395859352729,0.13009249116946242,0.09980183372073662,-0.40697330925806957
13187,0.1457099687786997,0.7286272257752814,-0.059660179011831675,-0.28514501591936536
13189,0.19014671628293509,0.7147294239451718,-0.1690920203671122,-0.2722407571718288
13191,-0.21027636610353356,0.2183985360149564,0.03303652653843322,-0.4619265844214821
13193,0.0008063002607318764,0.376575893854972,-0.07381748928509796,-0.31158796004612394
13195,0.18110435603156946,0.7133202065412096,-0.10880468974831413,-0.3123402171081408
13197,0.03642224956153959,0.36051508714963476,-0.09509744153165454,-0.32677468788035413
13199,0.1402734582050383,0.600563867881176,-0.11104986600375565,-0.271906354001517
13201,-0.22897394195490328,0.13816556305493657,0.0466383472104356,-0.36208163228538465
13205,-0.2648012557035266,0.14059185790569512,0.07572207433035512,-0.36511666456742486
13207,0.1862875335882543,0.6430225668688934,-0.16317283329531346,-0.2647520370203634
13209,-0.18357035275782518,0.30064206589949305,0.021071984965633554,-0.392497804349593
13211,0.20814653485280094,0.7169108165362097,-0.14632851770348493,-0.2892054420625728
13213,0.12768849186053433,0.7285866085365931,-0.0422486716866541,-0.27010497077969076
13215,0.07352084652921058,0.401373932882348,-0.10494499476675298,-0.32641275805253145
13217,0.18272136019011903,0.7043260935431518,-0.12056823013008175,-0.288236180288699
13219,0.19398515530142213,0.7134147365136129,-0.12271743273806102,-0.30822725333614165
13221,0.20021620099554074,0.708583398382353,-0.1363230351509773,-0.313687674708245
13223,0.1216094931521004,0.707677192483305,-0.053286794901378054,-0.26439387508992523
13225,0.07057931747683238,0.47545415927389423,-0.11232528570736339,-0.291597272453863
13227,0.13439096945230755,0.7240868628542535,-0.05328217594855511,-0.2751353528284479
13229,-0.24862557088237885,0.19013484365748556,0.06855333979806986,-0.4403104309825702
13231,0.1611617520204919,0.6208312644900038,-0.13206313831823432,-0.27226458939227766
13233,0.11327537488097777,0.7042822747092016,-0.0451585879326529,-0.2599066096087535
13235,-0.17622672215012905,0.3019771513824786,0.04230283375715879,-0.33156576902038265
13237,0.21063782909531129,0.725437519662864,-0.16457645753033345,-0.2626295040584544
13239,-0.07614468966224244,0.22196667111610865,-0.04612359715472146,-0.3676369811418684
13241,0.15403902501244116,0.7262854607044389,-0.07043854888615086,-0.29711453357827877
13243,-0.11292877985960625,0.20351464921053097,-0.025084813748753827,-0.3603623094475749
13245,0.13993707226074717,0.6614952699569985,-0.16517125976357824,-0.28294723853105
13247,0.1665884963885013,0.7051050627402149,-0.10156149757230888,-0.28591829997654555
13249,-0.02270931726481777,0.3162378718741433,-0.06688194500021542,-0.33105765711175894
13251,-0.012317420500807967,0.46378608199410404,-0.1041976667394642,-0.36434162113410795
13253,-0.245309788638181,0.12612278028235943,0.05682579664573158,-0.36456747883150475
13255,0.17057648135248923,0.6657301129901574,-0.12970856635466502,-0.2692732272981194
13257,0.16720047230717278,0.7198557086783126,-0.08733669566793054,-0.3075192013084509
13259,-0.026404853705222855,0.27119135475294254,-0.0701413886190629,-0.3563840289834605
13261,-0.09533402561507508,0.26532909285855943,-0.02688962619191593,-0.33996881309731736
13263,0.12601374109513352,0.508194920949652,-0.12490949306017234,-0.2872002220522476
13265,0.20883708757410455,0.7284531495409918,-0.1649579256544008,-0.2751484873487573
13267,-0.18068889611261496,0.27948013136497346,0.011687952747416283,-0.4226134366036724
13269,0.09651703048215077,0.4621831844058369,-0.12059320760501549,-0.2928550173416898
13271,-0.2591213038712235,0.24056000913849185,0.09264121050987982,-0.3770689623526818
13273,-0.14177575031361248,0.21056222797523272,-0.0036747816453943268,-0.3550998534561361
13275,-0.2980020452571166,0.12247530222940894,0.10054831875529874,-0.3764003558838984
13277,-0.28653109628360063,0.16283304479442787,0.10026947408710911,-0.3696663641558559
13279,-0.17397941558368546,0.29909513043745056,0.01018274399532523,-0.40618641310458053
13281,0.14659161844609803,0.7291360207540136,-0.061105297829728386,-0.2892250960194367
13283,-0.11577859942644847,0.3879085294632814,-0.022949594026609576,-0.3621538099932248
13285,0.11761109358765923,0.5959203764103647,-0.0857058952860881,-0.26872410423054915
13287,-0.262794239003549,0.1904128166944953,0.0864604346039019,-0.3531466034813295
13289,0.09864787184775528,0.5823230167502654,-0.12767148333190903,-0.2705614711884523
13291,0.14382271489302134,0.7299232588591091,-0.0569873618168683,-0.28508347947803314
13293,0.15293673597046992,0.5594251702033087,-0.1409899009137239,-0.2781700976656473
13295,0.11611436725189868,0.722413503401664,-0.03590485544026773,-0.2616357115881261
13297,0.17475445331958414,0.7113904766200302,-0.10628261814927217,-0.29455901551270186
13299,-0.26836967392870476,0.15967378543572075,0.08415265489030875,-0.4382116166017604
13301,0.19447910961217058,0.7328990976948214,-0.17048731673115936,-0.25458731088335945
13303,0.12348247438836472,0.6895573596374391,-0.1422050948008604,-0.2513261964420299
