AreaKey,ID,X,Y,Intercept,PctFB,PctBlack,PctRural
13191,147,1030500.0,3500535.0,-0.1693280660744424,0.29077832733170705,-0.04397994522696362,-0.345042899684413
13193,105,777055.3,3584821.0,-0.014779298707965127,0.33258173080160314,-0.07389889913096453,-0.2770006230901287
13195,29,848638.8,3785405.0,0.2571978188297641,0.7147096253520909,-0.0938277483262086,-0.30602037378581154
13197,101,732876.8,3584393.0,-0.009087024555658272,0.3448860382978655,-0.0679053316052146,-0.2719485174774824
13199,73,715359.8,3660275.0,0.10806456719323443,0.573806308066432,-0.07616882365050694,-0.28581058133225296
13201,162,716369.8,3451034.0,-0.1708547331403236,0.13118545305409915,-0.025079815039254005,-0.28455215778164916
13205,157,766238.6,3453930.0,-0.19852811529993128,0.13592626019358725,-0.023820979377338895,-0.296009331732879
13207,78,790338.7,3660608.0,0.16352429894369716,0.6204170320321098,-0.1173541900577511,-0.28975492710954415
13209,112,920887.4,3568473.0,-0.14687676774210026,0.34633048119454973,-0.07292273044561766,-0.323913121223459
13211,45,825920.1,3717990.0,0.2655368284973668,0.7215025825930333,-0.11578574178379468,-0.3003410311708807
13213,3,707834.3,3854188.0,0.12871482311099813,0.7095573572940644,-0.0422482942121981,-0.30071029850653713
13215,98,700833.7,3598228.0,0.012649201252747894,0.39426163869395636,-0.06650710775606224,-0.27517888075402946
13217,50,793263.9,3719734.0,0.2576865082548323,0.7183754211863017,-0.09834837716367006,-0.2980294338170987
13219,42,830735.9,3750903.0,0.270643219916128,0.7214399266350295,-0.10093631883356219,-0.30311542850480727
13221,37,863291.8,3756777.0,0.2617130371990861,0.71458032424932,-0.11294037670779226,-0.3058544821928483
13223,35,695329.2,3758093.0,0.12907720030319342,0.6949743943667495,-0.047845435350886284,-0.29463425531879245
13225,94,798061.4,3609091.0,0.03005920234811703,0.4230253359065496,-0.09550930973136285,-0.28123971486222227
13227,19,733846.7,3812828.0,0.1516686148991218,0.7108497914760185,-0.05150054506131966,-0.3002802136629898
13229,151,953533.8,3482044.0,-0.2177925982354731,0.26782665830168223,-0.03072762359716484,-0.3349518291099599
13231,76,744180.8,3665561.0,0.13872134744333442,0.6005415276922185,-0.09292031135601733,-0.2878829501836795
13233,34,668031.4,3764766.0,0.10615260391112326,0.686606546611967,-0.0405731998030454,-0.2937333441551199
13235,111,833819.6,3567447.0,-0.09299552206156883,0.32797855101433665,-0.06637934475684286,-0.29930485266642803
13237,63,840169.1,3695254.0,0.23150162443928324,0.7145509055548527,-0.13512193215107562,-0.2989601087662706
13239,130,686875.4,3524124.0,-0.08905494921672422,0.21945627137676305,-0.044741150738556126,-0.26726522635181854
13241,1,824645.5,3864805.0,0.19363052402995123,0.714191308096006,-0.06678940605087172,-0.3069698505107766
13243,134,712437.1,3519627.0,-0.10284094608077374,0.20182645945681255,-0.042780266330918026,-0.2717655218713069
13245,59,954272.3,3697862.0,0.1315656080461591,0.6327003321510308,-0.14197486824082026,-0.31800668200089943
13247,48,777759.0,3729605.0,0.24900287760859305,0.7133922740224836,-0.0852282016252207,-0.29770291059530196
13249,110,752973.1,3570222.0,-0.038497946439450176,0.2981258114199977,-0.06331400278772172,-0.2723684004253921
13251,81,1004028.0,3641918.0,-0.007693736643460771,0.44792604459222346,-0.1163884818547498,-0.334904348840275
13253,171,704495.6,3422002.0,-0.18401921194360804,0.11672864914129728,-0.021371310025097304,-0.28676176690633254
13255,67,754916.2,3685029.0,0.1814979368891409,0.651899532226868,-0.09259892123645042,-0.29117003827741655
13257,14,842085.9,3827075.0,0.22550758930023576,0.7131604738040561,-0.07887827400175038,-0.30694060518240024
13259,120,703256.8,3552857.0,-0.055823975343022705,0.26799577394149715,-0.05312690102610671,-0.2663611182460407
13261,122,763457.1,3551752.0,-0.07583862587946003,0.24615896466228618,-0.05332399117605249,-0.27744651854572344
13263,87,734217.9,3623162.0,0.058230713104675876,0.4789345524091936,-0.08442124970671669,-0.28075501921335666
13265,51,884376.9,3717493.0,0.21973344020459518,0.706818564781736,-0.13646109469269319,-0.3058024972074953
13267,114,963427.8,3560039.0,-0.143202445355939,0.3263851654017215,-0.06865210220018553,-0.33325209783099813
13269,92,759410.8,3608179.0,0.03365698116890984,0.42392058063125243,-0.08461302957817363,-0.27808735597297307
13271,125,882069.4,3534470.0,-0.21045167938791076,0.3132076638074797,-0.04971541040222456,-0.31765587214566615
13273,132,743031.8,3522636.0,-0.1121294245553933,0.19645646577304188,-0.04140954356989056,-0.27716736016701804
13275,168,795506.2,3421725.0,-0.23251393778380386,0.13010399123868227,-0.018218939994403844,-0.30767545054241136
13277,150,831682.3,3487715.0,-0.2265594860921986,0.1931642900614276,-0.030992553931654527,-0.3095942706880233
13279,113,941734.4,3567586.0,-0.14147120486179132,0.33857548589126246,-0.07347354986333683,-0.32854906846896137
13281,2,797981.7,3872640.0,0.17557918180788887,0.7162703156231323,-0.059536068752518545,-0.3055801681387894
13283,107,919077.6,3595170.0,-0.09244754608510007,0.3996477813593088,-0.09501726315728351,-0.3209299518660886
13285,75,682616.8,3660254.0,0.08401767271279299,0.5632961237094668,-0.05983656182258119,-0.2846634885072606
13287,137,819399.6,3514927.0,-0.1800016130332946,0.22006392848109146,-0.03855368569606659,-0.30271136089373923
13289,86,832935.0,3623868.0,0.05537409812272251,0.5069423887702081,-0.11738272485436434,-0.29041172373476043
13291,7,777040.1,3858779.0,0.16736641987577436,0.7161847703440077,-0.056665585148117106,-0.3042180274697352
13293,83,752165.2,3639192.0,0.09388047035672926,0.5303392726424693,-0.09767976430852911,-0.2839148232264657
13295,8,658870.4,3842167.0,0.10139112560220277,0.7036466938516223,-0.0336821113733758,-0.2976911483115987
13297,43,800384.3,3742691.0,0.2645445070829439,0.721913402187218,-0.09030263461443436,-0.30051383247725266
13299,154,938349.6,3446675.0,-0.2439035335099456,0.22949458986953739,-0.024353959876290715,-0.3337736079536267
13301,56,902471.1,3699878.0,0.18270631035265303,0.6938773763468958,-0.14542576193485446,-0.3076719020063225
13303,72,894704.3,3648583.0,0.08232073831794463,0.612306062810647,-0.13661179262078596,-0.30682719478719994
13305,140,986832.8,3494323.0,-0.19304847506614578,0.2825267112295169,-0.03958699647411366,-0.33952524824818003
13307,121,731576.3,3544716.0,-0.07542648212484052,0.2357164295468362,-0.05075126755526236,-0.27112475824580246
